"itnb" "S" "rS" "E" "D" "c" "r" "TPR" "FDR" "nbSNPS" "nbADA" "s" "gamma" "envADA"
1080 1600 1600 10 "geo" 0.5 20 0.615384615384615 0.111111111111111 1000 13 "0.2_0.24_0.29_0.14_0.17_0.25_0.14_0.24_0.16_0.17_0.22_0.22_0.21" "0.41_0.03_0.32_0.19_0.17_0.19_0.37_0.01_0.46_0.39_0.24_0.11_0.17" "BIO1.BIO4.BI15.BI18.BIO2.BI18.BIO1.ALTI.ALTI.BI18.BIO4.BIO2.BIO4"
1081 1600 1600 20 "ran" 0.5 1 0.888888888888889 0 1000 9 "0.3_0.28_0.11_0.16_0.24_0.12_0.27_0.11_0.14" "0.44_0.05_0.12_0.25_0.4_0.34_0.05_0.17_0.13" "BIO1.BI18.BI18.BIO2.BIO2.BI12.ALTI.BIO4.BI12"
1082 1600 1600 20 "ran" 0.5 2 0.916666666666667 0.153846153846154 1000 12 "0.25_0.18_0.15_0.12_0.29_0.25_0.12_0.24_0.14_0.26_0.19_0.26" "0.3_0.22_0.31_0.38_0.25_0.1_0.06_0.49_0.37_0.34_0.45_0.07" "BIO1.BIO2.BIO4.BI18.BI18.BIO8.BI18.BIO8.BI12.BI12.BIO1.BIO8"
1083 1600 1600 20 "ran" 0.5 3 0.888888888888889 0.272727272727273 1000 9 "0.25_0.2_0.23_0.25_0.16_0.12_0.27_0.12_0.24" "0.32_0.28_0.15_0.33_0.2_0_0.17_0.16_0.17" "BIO4.BIO2.BIO4.BI15.BI12.BIO8.BIO8.BIO1.BI12"
1084 1600 1600 20 "ran" 0.5 4 0.842105263157895 0.111111111111111 1000 19 "0.3_0.26_0.3_0.14_0.13_0.19_0.16_0.16_0.25_0.28_0.21_0.12_0.25_0.28_0.16_0.18_0.28_0.28_0.14" "0.26_0.39_0.11_0.21_0.07_0.45_0.11_0.16_0.12_0.38_0.5_0.22_0.31_0.05_0.26_0.08_0.23_0.44_0.25" "BIO8.BIO2.BIO4.BI12.BI18.BIO2.BI18.BIO8.BIO2.BIO1.BI12.BIO1.BIO2.BIO2.BI15.BI12.BIO8.BI15.BIO2"
1085 1600 1600 20 "ran" 0.5 5 1 0.294117647058823 1000 12 "0.27_0.11_0.18_0.27_0.19_0.11_0.18_0.2_0.22_0.29_0.21_0.22" "0.29_0.19_0.04_0.13_0.07_0.46_0.01_0.18_0.28_0.44_0.22_0.3" "BI15.BIO2.BI15.BI18.BIO1.BIO4.BIO4.BI15.BI12.BIO1.ALTI.BIO8"
1086 1600 1600 20 "ran" 0.5 6 0.85 0.32 1000 20 "0.3_0.2_0.1_0.25_0.17_0.2_0.12_0.11_0.1_0.22_0.17_0.22_0.2_0.18_0.22_0.18_0.26_0.1_0.3_0.22" "0.12_0_0.13_0.18_0.18_0.26_0.37_0.04_0.42_0.46_0.39_0.02_0.3_0.03_0.07_0.26_0.42_0.2_0.07_0.25" "BIO2.BI15.ALTI.BI12.BIO8.BI18.BIO1.BI12.BI15.BI12.ALTI.BIO4.BI12.BIO4.BI12.BIO2.BIO2.BI15.BIO2.BIO4"
1087 1600 1600 20 "ran" 0.5 7 1 0.111111111111111 1000 8 "0.3_0.13_0.19_0.29_0.11_0.11_0.22_0.15" "0.03_0.34_0.44_0.28_0.08_0.04_0.23_0.12" "BIO2.ALTI.BIO4.BI12.BIO4.BIO1.BIO2.BI12"
1088 1600 1600 20 "ran" 0.5 8 0.6 0.4 1000 5 "0.14_0.3_0.15_0.28_0.24" "0.37_0.4_0.43_0.46_0.3" "BIO4.BI15.BI18.BIO1.BI12"
1089 1600 1600 20 "ran" 0.5 9 0.923076923076923 0.0769230769230769 1000 13 "0.14_0.2_0.12_0.1_0.13_0.21_0.12_0.24_0.3_0.1_0.15_0.13_0.22" "0.03_0.35_0.42_0.22_0.06_0.31_0.38_0.1_0.06_0.37_0.16_0.03_0.48" "BIO8.BI18.BIO1.BIO2.BI18.BIO1.BI18.BIO8.BI15.BIO8.BI18.BI15.BIO8"
1090 1600 1600 20 "ran" 0.5 10 0.888888888888889 0.111111111111111 1000 9 "0.21_0.25_0.3_0.18_0.2_0.22_0.12_0.13_0.14" "0.31_0.12_0.24_0.47_0.02_0.11_0.04_0.27_0.3" "ALTI.BIO2.BIO8.BIO4.BI15.BIO4.BI15.BIO4.BIO4"
1091 1600 1600 20 "ran" 0.5 11 1 0.347826086956522 1000 15 "0.23_0.3_0.27_0.23_0.17_0.19_0.21_0.24_0.25_0.3_0.15_0.29_0.14_0.29_0.15" "0.15_0.22_0.11_0.34_0.28_0.16_0.26_0.09_0.2_0.37_0.41_0.23_0.31_0.27_0.1" "BI15.BI12.BIO2.BIO2.BIO8.BI18.BIO8.BIO1.ALTI.BIO8.ALTI.BI15.BI12.BIO1.BI18"
1092 1600 1600 20 "ran" 0.5 12 0.666666666666667 0.333333333333333 1000 6 "0.23_0.29_0.19_0.22_0.17_0.26" "0.35_0.25_0.01_0.05_0.09_0.11" "BIO1.BIO2.BIO4.ALTI.BIO4.BI15"
1093 1600 1600 20 "ran" 0.5 13 0.785714285714286 0.214285714285714 1000 14 "0.15_0.23_0.13_0.16_0.2_0.17_0.1_0.22_0.13_0.15_0.21_0.21_0.3_0.17" "0.44_0.05_0.36_0.46_0.19_0.11_0.1_0.36_0_0.19_0.29_0.05_0.43_0.12" "BI18.BI15.BIO1.BIO1.BI12.BIO8.BIO1.ALTI.BI12.BIO1.BIO8.BIO4.BIO2.BI18"
1094 1600 1600 20 "ran" 0.5 14 0.8 0.238095238095238 1000 20 "0.23_0.27_0.18_0.3_0.15_0.21_0.13_0.29_0.28_0.21_0.18_0.13_0.29_0.3_0.15_0.1_0.16_0.14_0.26_0.26" "0.44_0.14_0_0.44_0.27_0.14_0.5_0.09_0.29_0.45_0.34_0.27_0.11_0.36_0.44_0.08_0.4_0.44_0.29_0.38" "BIO4.BIO4.BI18.BIO4.BI12.BI12.BIO2.BI15.BIO1.ALTI.ALTI.BIO8.BIO1.BIO2.BIO8.ALTI.BI12.BIO2.BIO1.BIO4"
1095 1600 1600 20 "ran" 0.5 15 0.95 0.136363636363636 1000 20 "0.13_0.24_0.1_0.26_0.13_0.19_0.22_0.1_0.13_0.21_0.1_0.26_0.17_0.23_0.12_0.28_0.1_0.16_0.16_0.29" "0.17_0.44_0.39_0.07_0.31_0.12_0.07_0.47_0.38_0.49_0.49_0.37_0.09_0.16_0.26_0.14_0.17_0.35_0.08_0.22" "BI12.BIO1.BIO1.BIO8.BI12.BIO8.BI15.BIO8.BIO2.ALTI.BI18.BIO8.BI15.BIO8.BIO8.BIO2.BIO4.BIO4.BIO4.BI12"
1096 1600 1600 20 "ran" 0.5 16 0.846153846153846 0.153846153846154 1000 13 "0.16_0.13_0.1_0.1_0.23_0.19_0.29_0.28_0.27_0.27_0.27_0.16_0.19" "0.02_0_0.3_0.03_0.46_0.4_0.1_0.11_0.17_0.5_0.23_0.03_0.24" "BIO2.BI18.BIO4.BI15.BIO2.BI15.BI15.BI15.BI15.BIO8.BIO4.BI15.BI18"
1097 1600 1600 20 "ran" 0.5 17 0.85 0.19047619047619 1000 20 "0.14_0.21_0.16_0.17_0.17_0.14_0.29_0.13_0.14_0.19_0.25_0.23_0.1_0.28_0.3_0.14_0.15_0.11_0.19_0.11" "0.07_0.38_0.05_0.2_0.15_0.17_0.32_0.09_0.5_0.33_0.16_0.14_0.33_0.44_0.12_0.12_0.08_0.07_0.18_0.24" "BIO1.ALTI.BI18.BIO2.BIO2.BIO2.ALTI.BIO2.BI12.BIO2.BIO4.BIO4.BIO1.BIO8.BI18.BIO2.BIO4.BIO2.BIO1.BI12"
1098 1600 1600 20 "ran" 0.5 18 0.75 0.294117647058823 1000 16 "0.26_0.12_0.22_0.23_0.28_0.21_0.19_0.24_0.14_0.2_0.13_0.23_0.23_0.23_0.14_0.23" "0.25_0.19_0.16_0_0.04_0.04_0.23_0.48_0.02_0.13_0.5_0.5_0.43_0_0.04_0.4" "ALTI.BIO1.BI18.BIO1.BI15.BIO8.ALTI.BIO2.BI18.BIO8.ALTI.BI18.BIO1.BIO2.BIO4.BIO1"
1099 1600 1600 20 "ran" 0.5 19 1 0.25 1000 6 "0.26_0.29_0.16_0.27_0.23_0.17" "0.1_0.29_0.19_0.06_0.06_0.24" "BI18.BIO2.BIO2.BI15.BI15.BIO1"
1100 1600 1600 20 "ran" 0.5 20 0.615384615384615 0 1000 13 "0.3_0.11_0.28_0.3_0.27_0.15_0.29_0.29_0.26_0.11_0.29_0.11_0.2" "0.41_0.12_0.5_0.44_0.33_0.38_0.39_0.28_0.06_0.03_0.07_0.32_0.23" "BIO2.ALTI.BI15.BI12.BIO8.BIO8.BI18.ALTI.BI18.BIO4.BIO4.BIO2.BIO2"
1101 1600 1600 20 "geo" 0.5 1 0.882352941176471 0.0625 1000 17 "0.12_0.3_0.27_0.16_0.13_0.28_0.22_0.24_0.28_0.14_0.11_0.14_0.26_0.25_0.3_0.16_0.27" "0.12_0.33_0.41_0.39_0.17_0.28_0.05_0.23_0.37_0.23_0.08_0.25_0.08_0.14_0.37_0.01_0.43" "BIO1.BIO4.BI15.BIO8.BI12.BI15.ALTI.BI18.BIO4.BIO8.BIO8.BIO4.BI12.BIO2.BIO8.BIO1.BI12"
1102 1600 1600 20 "geo" 0.5 2 0.571428571428571 0.5 1000 7 "0.28_0.27_0.2_0.16_0.27_0.16_0.22" "0.43_0.49_0.45_0.21_0.47_0.25_0.19" "BIO8.BIO2.BI12.BIO8.BI15.BI12.BIO8"
1103 1600 1600 20 "geo" 0.5 3 1 0.105263157894737 1000 17 "0.23_0.2_0.3_0.3_0.13_0.24_0.21_0.2_0.27_0.2_0.24_0.3_0.22_0.13_0.15_0.12_0.12" "0.41_0_0.23_0.45_0.45_0.12_0_0.45_0.31_0.11_0.27_0.16_0.44_0.33_0.36_0.05_0.04" "BI15.ALTI.BI15.BIO8.BI18.BIO2.BI12.BIO8.BIO2.BIO4.BIO1.BIO4.BI15.BI18.ALTI.BI12.BI15"
1104 1600 1600 20 "geo" 0.5 4 0.933333333333333 0.176470588235294 1000 15 "0.27_0.24_0.23_0.26_0.13_0.27_0.11_0.26_0.22_0.22_0.25_0.26_0.14_0.26_0.27" "0.41_0.5_0.44_0.34_0.14_0.15_0.38_0.29_0.07_0.15_0.44_0.45_0.07_0.05_0.48" "BI18.BIO8.BIO4.BIO1.BI18.ALTI.BI18.BIO8.BI15.BIO4.BIO8.BI15.BIO2.BI18.BIO4"
1105 1600 1600 20 "geo" 0.5 5 1 0.181818181818182 1000 18 "0.19_0.12_0.1_0.29_0.22_0.23_0.27_0.3_0.29_0.22_0.3_0.29_0.13_0.15_0.21_0.18_0.15_0.1" "0.13_0.46_0.21_0.02_0.48_0.4_0.43_0.44_0.31_0.41_0.15_0.2_0.28_0.22_0.32_0.07_0.3_0" "BIO2.BI18.BIO8.BIO8.BIO4.BI18.BIO4.BIO1.BI18.BIO2.BIO1.BI18.BI15.BIO2.BIO1.ALTI.BI15.BIO2"
1106 1600 1600 20 "geo" 0.5 6 1 0 1000 8 "0.11_0.22_0.21_0.2_0.12_0.22_0.16_0.21" "0.18_0.27_0.11_0.02_0.1_0.26_0.22_0.08" "ALTI.BIO4.BIO2.BI12.BI12.BIO1.BI12.BIO2"
1107 1600 1600 20 "geo" 0.5 7 1 0.153846153846154 1000 11 "0.17_0.12_0.2_0.13_0.2_0.24_0.29_0.18_0.13_0.22_0.25" "0.47_0.28_0.03_0.04_0.47_0.16_0.08_0.16_0.36_0.33_0.17" "ALTI.BIO1.BIO8.BI18.BI15.BIO8.BI18.BIO8.ALTI.BIO1.BIO2"
1108 1600 1600 20 "geo" 0.5 8 1 0.173913043478261 1000 19 "0.21_0.24_0.25_0.28_0.11_0.1_0.2_0.17_0.14_0.12_0.1_0.27_0.16_0.23_0.27_0.12_0.27_0.19_0.29" "0.11_0.09_0.49_0.28_0.41_0_0.13_0.06_0.16_0.22_0.06_0.07_0.36_0.44_0.43_0.43_0.12_0.26_0.19" "BIO1.BIO4.ALTI.BI18.BIO8.BI15.BI18.BI15.BIO4.BI15.BIO4.BIO8.BIO2.BIO1.BIO2.BIO1.BI15.BIO4.BIO4"
1109 1600 1600 20 "geo" 0.5 9 1 0.166666666666667 1000 5 "0.23_0.18_0.15_0.1_0.3" "0.23_0.14_0.36_0.48_0.42" "BI15.BIO4.BIO1.ALTI.BIO1"
1110 1600 1600 20 "geo" 0.5 10 0.857142857142857 0.4 1000 7 "0.13_0.28_0.26_0.15_0.3_0.12_0.3" "0.2_0.1_0.1_0.04_0.38_0.07_0.36" "BIO8.ALTI.BIO1.BI18.ALTI.ALTI.BI18"
1111 1600 1600 20 "geo" 0.5 11 1 0.0625 1000 15 "0.12_0.11_0.18_0.24_0.19_0.23_0.19_0.13_0.11_0.13_0.17_0.23_0.26_0.17_0.19" "0.11_0.2_0.2_0.13_0.09_0.25_0.4_0.44_0.4_0.35_0.43_0.01_0.17_0_0.11" "ALTI.ALTI.BIO2.BIO2.BIO2.BI18.BIO8.BIO2.BIO1.BIO1.BI15.BIO4.BIO2.BIO8.BI12"
1112 1600 1600 20 "geo" 0.5 12 1 0.294117647058823 1000 12 "0.18_0.25_0.1_0.11_0.26_0.13_0.18_0.28_0.27_0.2_0.16_0.25" "0.02_0.08_0.26_0.44_0.19_0.03_0_0.22_0.3_0.28_0.12_0.38" "BIO2.BI18.BIO4.BI15.BIO4.BI18.BIO1.ALTI.ALTI.BI18.BIO4.BIO1"
1113 1600 1600 20 "geo" 0.5 13 1 0.142857142857143 1000 6 "0.12_0.18_0.28_0.22_0.11_0.19" "0.01_0.03_0.29_0.08_0.07_0.5" "BI12.ALTI.BIO8.BIO4.BIO8.BI15"
1114 1600 1600 20 "geo" 0.5 14 1 0.2 1000 12 "0.3_0.29_0.25_0.15_0.16_0.19_0.21_0.15_0.27_0.22_0.24_0.29" "0.04_0.21_0.45_0.41_0.39_0.34_0.35_0.03_0.35_0.4_0.18_0.03" "BI15.BIO2.BIO8.BIO2.ALTI.BIO8.BI15.BIO8.ALTI.BIO2.BIO4.BI18"
1115 1600 1600 20 "geo" 0.5 15 0.833333333333333 0.285714285714286 1000 12 "0.19_0.29_0.27_0.14_0.28_0.2_0.19_0.21_0.3_0.27_0.21_0.28" "0.46_0.02_0.42_0.48_0.24_0.37_0.42_0.26_0.09_0.49_0.5_0.25" "BIO4.BI18.BIO1.BIO2.BIO8.BIO1.BI12.BIO2.BIO2.BI18.ALTI.BI15"
1116 1600 1600 20 "geo" 0.5 16 0.9375 0 1000 16 "0.22_0.29_0.23_0.23_0.28_0.19_0.18_0.27_0.2_0.21_0.2_0.27_0.24_0.26_0.14_0.21" "0.42_0.17_0.17_0.25_0.45_0.28_0.06_0.29_0_0.16_0.48_0.38_0.27_0.34_0.45_0.45" "BI12.BI18.BIO4.BI18.BIO1.BI12.ALTI.BI12.BIO2.BI12.BIO8.BIO8.BI18.BIO1.BI18.BI18"
1117 1600 1600 20 "geo" 0.5 17 0.875 0.461538461538462 1000 8 "0.12_0.24_0.19_0.3_0.21_0.21_0.13_0.2" "0.13_0.37_0.08_0.36_0.19_0.32_0.26_0.07" "BIO2.BI15.BIO2.ALTI.BIO1.BIO8.BIO2.ALTI"
1118 1600 1600 20 "geo" 0.5 18 0.714285714285714 0.166666666666667 1000 7 "0.16_0.19_0.19_0.21_0.25_0.13_0.17" "0.5_0.02_0.15_0.3_0.22_0.01_0.29" "BI12.BIO2.BI18.BI12.BIO4.BIO1.BIO1"
1119 1600 1600 20 "geo" 0.5 19 0.666666666666667 0.428571428571429 1000 6 "0.29_0.25_0.15_0.26_0.25_0.12" "0.18_0.01_0.1_0.19_0.14_0.4" "BIO2.BIO4.BI12.BI12.ALTI.BI12"
1120 1600 1600 20 "geo" 0.5 20 1 0.363636363636364 1000 7 "0.16_0.15_0.22_0.26_0.18_0.26_0.25" "0.28_0.02_0.34_0.27_0.27_0.15_0.24" "ALTI.BI18.BIO8.ALTI.ALTI.ALTI.BIO4"
1121 1600 1600 40 "ran" 0.5 1 0.888888888888889 0.111111111111111 1000 18 "0.21_0.15_0.2_0.19_0.24_0.18_0.13_0.23_0.15_0.24_0.23_0.1_0.22_0.29_0.17_0.27_0.12_0.13" "0.04_0.03_0.01_0.16_0.08_0.17_0.37_0_0.37_0.37_0.01_0.18_0.41_0.48_0.12_0.38_0.44_0.21" "BIO8.BIO2.ALTI.ALTI.ALTI.BI15.BI18.BI18.BIO8.BIO4.BI15.BI12.BIO4.BIO4.BI15.BIO2.BI15.ALTI"
1122 1600 1600 40 "ran" 0.5 2 0.818181818181818 0.25 1000 11 "0.1_0.14_0.18_0.22_0.22_0.22_0.27_0.2_0.12_0.23_0.21" "0.35_0.19_0.2_0.45_0.01_0.09_0.24_0.39_0.23_0.17_0.11" "BIO4.BI18.ALTI.BI12.ALTI.BIO1.BIO4.ALTI.BI15.BI12.BIO1"
1123 1600 1600 40 "ran" 0.5 3 0.714285714285714 0.0909090909090909 1000 14 "0.16_0.22_0.19_0.1_0.27_0.29_0.21_0.17_0.13_0.12_0.27_0.16_0.14_0.26" "0.49_0.27_0.41_0.46_0.23_0.21_0.36_0.08_0.32_0.23_0.07_0.01_0.06_0.34" "BIO1.BI12.ALTI.BI12.ALTI.BI18.BI12.BIO8.BI15.ALTI.ALTI.BI15.BIO2.BIO4"
1124 1600 1600 40 "ran" 0.5 4 1 0.4 1000 6 "0.14_0.16_0.11_0.28_0.12_0.16" "0.02_0.12_0.28_0.01_0.22_0.13" "BIO2.BI18.BI15.ALTI.BIO1.BIO2"
1125 1600 1600 40 "ran" 0.5 5 0.875 0.125 1000 8 "0.11_0.15_0.3_0.11_0.15_0.12_0.18_0.29" "0.32_0.32_0.06_0.34_0.21_0.03_0.33_0.11" "ALTI.BIO4.BIO4.BI12.BIO1.BIO8.BIO1.BIO2"
1126 1600 1600 40 "ran" 0.5 6 0.9 0.1 1000 10 "0.17_0.14_0.17_0.14_0.1_0.19_0.18_0.3_0.28_0.27" "0_0.05_0.05_0.21_0.3_0.46_0.12_0.11_0.27_0.3" "BI15.BIO2.BIO4.BI18.ALTI.BIO1.BI12.BIO2.BIO8.BIO8"
1127 1600 1600 40 "ran" 0.5 7 1 0.1875 1000 13 "0.17_0.27_0.13_0.23_0.23_0.1_0.1_0.18_0.13_0.2_0.18_0.16_0.26" "0.32_0.01_0.08_0.11_0.34_0.09_0.02_0.39_0.47_0.36_0.38_0.37_0.12" "ALTI.BI15.BIO4.BIO2.ALTI.BI12.BI12.BIO2.BIO1.ALTI.BIO2.BIO8.BIO2"
1128 1600 1600 40 "ran" 0.5 8 1 0.130434782608696 1000 20 "0.15_0.11_0.26_0.24_0.19_0.1_0.15_0.25_0.3_0.26_0.26_0.26_0.12_0.15_0.3_0.15_0.19_0.17_0.17_0.24" "0.05_0.49_0.08_0.26_0.21_0.33_0.02_0.5_0.23_0.47_0.34_0.17_0.24_0.4_0_0.35_0.16_0.48_0.16_0.23" "BIO1.BIO8.BIO4.BIO8.ALTI.BIO2.BI12.BIO2.BIO1.BIO1.BI15.BI18.BIO4.BIO8.BI18.ALTI.BI15.BIO8.BIO2.BI18"
1129 1600 1600 40 "ran" 0.5 9 0.8125 0.133333333333333 1000 16 "0.28_0.23_0.16_0.11_0.22_0.13_0.22_0.15_0.21_0.16_0.22_0.16_0.11_0.13_0.24_0.23" "0.19_0.39_0.02_0.12_0.44_0.29_0.05_0.5_0.07_0.44_0.4_0.23_0.11_0.34_0.41_0.22" "BI15.BIO4.BIO1.BIO8.ALTI.BIO2.BIO8.ALTI.BIO8.BIO2.BIO1.BI12.BIO2.BIO8.BI12.BIO8"
1130 1600 1600 40 "ran" 0.5 10 0.888888888888889 0.111111111111111 1000 18 "0.2_0.1_0.24_0.12_0.13_0.12_0.24_0.29_0.17_0.25_0.11_0.24_0.13_0.14_0.13_0.17_0.24_0.16" "0.03_0.08_0.28_0.26_0_0.37_0.36_0.35_0.1_0.01_0.32_0.45_0.14_0.34_0_0.17_0.48_0.5" "BI12.BIO1.ALTI.BI15.BIO4.BI18.BI15.BI18.BI18.BIO1.BIO2.ALTI.BI15.BIO1.BIO1.BIO8.ALTI.BIO4"
1131 1600 1600 40 "ran" 0.5 11 0.888888888888889 0.111111111111111 1000 9 "0.19_0.24_0.24_0.3_0.17_0.1_0.24_0.22_0.23" "0.41_0.49_0.27_0.44_0.19_0.2_0.08_0.46_0.39" "BI12.BIO2.BIO8.BIO1.BIO1.BIO4.BIO4.BI18.ALTI"
1132 1600 1600 40 "ran" 0.5 12 0.875 0.125 1000 8 "0.15_0.22_0.1_0.3_0.1_0.14_0.25_0.12" "0.25_0.19_0.13_0.34_0.32_0.31_0.06_0.01" "BI15.ALTI.BIO1.BI15.BIO4.BI18.BIO1.BIO2"
1133 1600 1600 40 "ran" 0.5 13 0.733333333333333 0.0833333333333334 1000 15 "0.13_0.14_0.12_0.19_0.17_0.21_0.18_0.19_0.11_0.14_0.29_0.28_0.17_0.23_0.16" "0.43_0.27_0.07_0.02_0.29_0.21_0.26_0.02_0.04_0.37_0.33_0.28_0.18_0.18_0.47" "ALTI.BIO8.BI12.BI15.BIO8.BIO2.BI12.BIO1.BIO8.BI12.BI15.BIO2.BI18.BI15.BIO8"
1134 1600 1600 40 "ran" 0.5 14 0.75 0.25 1000 8 "0.24_0.11_0.1_0.26_0.19_0.2_0.21_0.29" "0.01_0.46_0.46_0.43_0.39_0.45_0.45_0.44" "ALTI.BI15.BI15.BIO4.ALTI.ALTI.ALTI.ALTI"
1135 1600 1600 40 "ran" 0.5 15 0.75 0.307692307692308 1000 12 "0.17_0.24_0.25_0.11_0.22_0.29_0.28_0.23_0.14_0.14_0.23_0.2" "0.03_0.37_0.33_0.47_0.03_0.28_0.24_0.49_0.4_0.02_0_0.01" "ALTI.BI18.BI12.BI18.BI12.ALTI.BIO4.BIO4.BIO1.BI15.BI15.BIO8"
1136 1600 1600 40 "ran" 0.5 16 1 0.227272727272727 1000 17 "0.29_0.12_0.18_0.23_0.2_0.1_0.29_0.1_0.27_0.23_0.25_0.12_0.19_0.11_0.23_0.28_0.27" "0.31_0.19_0.32_0.46_0.35_0.38_0.05_0.03_0.31_0.36_0.16_0_0.07_0.17_0.12_0.23_0.45" "BI18.BIO1.BIO8.BIO4.BI18.BI15.BI15.BIO8.BIO4.BIO1.BI18.ALTI.BIO8.BIO8.ALTI.BI12.BI18"
1137 1600 1600 40 "ran" 0.5 17 1 0 1000 5 "0.14_0.13_0.19_0.12_0.25" "0.19_0.38_0.5_0.24_0.36" "BIO1.BIO8.BIO2.BIO8.BIO1"
1138 1600 1600 40 "ran" 0.5 18 0.923076923076923 0.2 1000 13 "0.22_0.18_0.23_0.13_0.21_0.16_0.28_0.11_0.19_0.13_0.1_0.24_0.17" "0.5_0.34_0.18_0.1_0.12_0.46_0.25_0.35_0.19_0.15_0.13_0.05_0.2" "BI12.ALTI.BIO1.BI12.BIO2.BIO8.BI18.ALTI.BIO8.ALTI.BI18.ALTI.BIO1"
1139 1600 1600 40 "ran" 0.5 19 0.8 0.111111111111111 1000 10 "0.21_0.29_0.25_0.29_0.23_0.24_0.18_0.24_0.19_0.12" "0.44_0.4_0.04_0.02_0.3_0.36_0.45_0.38_0.42_0.02" "BI15.BI12.BIO4.BI18.BIO1.BIO4.BIO8.BIO1.BIO2.BI12"
1140 1600 1600 40 "ran" 0.5 20 1 0.230769230769231 1000 10 "0.1_0.25_0.23_0.26_0.21_0.13_0.29_0.11_0.12_0.2" "0.46_0.31_0.35_0.21_0.33_0.48_0.19_0.27_0.44_0.41" "BIO8.BIO4.BI18.BI12.BI18.BI15.BI12.BI12.BI18.BI12"
1141 1600 1600 40 "geo" 0.5 1 1 0.136363636363636 1000 19 "0.19_0.13_0.26_0.13_0.11_0.13_0.3_0.13_0.3_0.12_0.2_0.18_0.24_0.16_0.3_0.22_0.16_0.3_0.2" "0.07_0.38_0.36_0.2_0.29_0.15_0.12_0.45_0.2_0.04_0.07_0.41_0.45_0.07_0.26_0.15_0.06_0.1_0.11" "BI12.BIO8.BIO1.BIO1.BIO1.BIO1.BI15.BIO4.BI15.ALTI.ALTI.BI15.BI18.BI18.BIO8.BIO4.BI15.ALTI.BIO2"
1142 1600 1600 40 "geo" 0.5 2 0.8 0.2 1000 5 "0.15_0.18_0.28_0.27_0.23" "0.03_0.08_0.48_0_0.2" "BI18.BIO1.BIO2.BI18.BI12"
1143 1600 1600 40 "geo" 0.5 3 0.923076923076923 0.2 1000 13 "0.25_0.26_0.13_0.23_0.22_0.19_0.26_0.28_0.13_0.26_0.26_0.3_0.1" "0.02_0.44_0.02_0.06_0.19_0.47_0.31_0.49_0.26_0.41_0.41_0.32_0.02" "ALTI.BI15.BI15.BI12.BIO1.BIO1.BI18.BIO1.BIO2.BI12.BI15.BI18.BIO4"
1144 1600 1600 40 "geo" 0.5 4 0.947368421052632 0.217391304347826 1000 19 "0.1_0.12_0.13_0.14_0.27_0.13_0.24_0.18_0.13_0.17_0.25_0.18_0.12_0.11_0.25_0.25_0.18_0.22_0.19" "0.02_0.3_0.33_0.15_0.34_0.01_0.27_0_0.05_0.15_0.06_0.06_0.21_0.04_0.49_0.2_0.4_0.27_0.24" "BIO8.BIO8.BIO2.BIO8.BIO8.BIO2.BIO8.BIO8.BI12.BIO4.BI12.ALTI.BIO8.ALTI.BIO2.BIO8.BIO4.ALTI.ALTI"
1145 1600 1600 40 "geo" 0.5 5 0.95 0.296296296296296 1000 20 "0.21_0.19_0.22_0.14_0.12_0.16_0.21_0.12_0.28_0.21_0.15_0.19_0.12_0.11_0.16_0.29_0.18_0.11_0.14_0.11" "0.3_0.26_0.15_0.39_0.42_0.19_0.4_0.48_0.28_0.38_0.31_0.11_0.42_0.03_0.35_0.07_0.45_0.4_0.31_0.46" "BIO8.BI18.BI15.ALTI.BIO8.BIO8.BI12.BIO8.BIO1.BI15.BI12.BI15.BI15.ALTI.BI12.BI15.BI12.BI15.BIO2.BIO2"
1146 1600 1600 40 "geo" 0.5 6 1 0.2 1000 12 "0.22_0.18_0.18_0.16_0.13_0.17_0.19_0.1_0.21_0.23_0.2_0.23" "0.13_0.5_0.28_0.39_0.11_0.39_0.02_0.45_0.47_0.06_0.01_0.38" "BI12.BIO4.BI18.BI18.BI15.BI12.BIO8.BIO4.BI15.BI15.ALTI.BIO8"
1147 1600 1600 40 "geo" 0.5 7 1 0.272727272727273 1000 8 "0.15_0.12_0.25_0.25_0.2_0.21_0.2_0.28" "0.12_0.13_0.33_0.26_0.09_0.38_0.16_0.06" "BIO4.BIO8.BIO2.BIO2.BIO1.BIO2.BIO4.BI18"
1148 1600 1600 40 "geo" 0.5 8 1 0.166666666666667 1000 5 "0.14_0.17_0.1_0.14_0.24" "0.42_0.46_0.5_0.34_0.21" "ALTI.ALTI.ALTI.BI15.BIO1"
1149 1600 1600 40 "geo" 0.5 9 0.888888888888889 0.333333333333333 1000 9 "0.25_0.13_0.16_0.18_0.18_0.19_0.15_0.12_0.29" "0.23_0.17_0.13_0.25_0.16_0.19_0.24_0.38_0.2" "BIO8.BI18.BI12.BIO8.BIO1.ALTI.BI12.BIO2.BIO8"
1150 1600 1600 40 "geo" 0.5 10 0.941176470588235 0.157894736842105 1000 17 "0.24_0.11_0.16_0.15_0.23_0.19_0.25_0.29_0.11_0.15_0.19_0.29_0.16_0.18_0.22_0.14_0.19" "0.38_0.14_0.45_0.12_0.18_0.13_0.5_0.23_0.33_0.42_0.39_0.07_0.24_0.08_0.28_0.26_0.25" "BI15.BIO2.BIO1.BI12.BIO1.BIO1.BIO4.BI15.BI15.BIO4.BIO4.ALTI.BI12.BIO2.BI12.BIO4.BIO4"
